PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73401240|"B8001197"|"AN6884"|"ACT"|2300000|"124"|"Amory St"||13|"INM"|"02139"|"N"|"Nestled just steps from vibrant Inman Square, this classic 3-family home offers the perfect blend of location, stability, and future potential. Fully tenanted and generating consistent rental income, this well-maintained property is an ideal addition to any investment portfolio or a chance for an owner-occupant to live in one unit while collecting income from the others.Each of the three units offers comfortable living with 2 bedrooms and one bath .The property also features two off-street parking spaces, a true rarity in this highly walkable neighborhood PLUS a spacious backyard, offering the potential for expansion or additional outdoor amenities (buyer to do due diligence).Located in one of Cambridge’s most desirable neighborhoods, enjoy easy access to public transit, local shops, cafes, restaurants, and the cultural buzz that defines Inman Square. Just minutes to Harvard, MIT, Kendall Square, and downtown Boston. Can be sold in a package with 119-123/125 & 127 Amory St."|42|7/9/2025 3:18:00 PM|0|"N"||"B"|3|3|15|0|2|2752|0.06|2484|"Middlesex"|"MA"|1894|1473600|9357|"2025"|6|3|0||"3f;0h"|"N"||||"Y"||"N"||||"N"|2484||
"MF"|73402066|"CN206943"|"AN7242"|"ACT"|3550000|"19"|"Plymouth Street"||13|"KEN"|"02141"|"N"|"19 Plymouth St is located in Kendal Sq/ MIT, Cambridge MA, one of the top innovation hub in the world. Also situated near or with easy access to Lechmere, Inman Sq, Cental Sq, Harvard Sq, Beacon Hill, Downtown Boston, Longwood Medical, highway 93, MassPike and the Charles River.  Many public transit options incl. Red and Green line T stops nearby as well as many incredible dining options make this property even more appealing. Recently underwent tasteful gut renovations, incl.new sprinkler and state of the art mechanical systems, separate meters and in-unit laundries.  High end finishes throughout giving the property modern and sophisticated look.   Living areas feature sleek and contemporary open concept with abundance of natural light flooding in. Charming backyard sanctuary offering a peaceful retreat in the midst of thriving world class tech center.  19 Plymouth St is an excellent turnkey opportunity for both discerning investors and owner occupants seeking hassle free and high ROI"|32|7/9/2025 4:11:00 PM|0|"N"||"B"|3|4|20|0|1|2165|0.05|4089|"Middlesex"|"MA"|1894|3021000|19183|"2025"|9|7|0|"A,E,G,R"|"7f;0h"|"N"||||"Y"||"Y"||||"N"|3591|498|
"MF"|73405265|"NB113251"|"AN5547"|"ACT"|4600000|"115"|"Hampshire St"||13|"INM"|"02139"|"N"|"PRICE IMPROVEMENT - 115 Hampshire St is a nine-unit mixed-use building in the Inman Square neighborhood of Cambridge, Massachusetts. The professionally managed asset features three retail units on the ground floor, as well as six residential apartments on the second and third floors. The retail units consist of a café, a laundromat, and a convenience store. The property is well maintained, and many of the units have been updated to stainless steel appliances and granite countertops in the kitchens The property is a 15-minute walk to Kendall Square and a 20-minute walk to Harvard Square. The property also sits ideally located between Harvard, it’s 21,000 students, and MIT and it’s 11,300 students. The Green Line Extension in Somerville’s Union Square is a mere 15-minute walk giving quick access to Medford, Cambridge Crossing, and Boston’s western neighborhoods, like Allston and Brighton. ****24 hours notice. All units occupied. Tours Monday - Friday 10am -4:30pm ONLY.****"|4|7/16/2025 12:10:00 PM|0|"N"||"E"|9|3|37|0|2|5311|0.12|11078|"Middlesex"|"MA"|1900|5873100|50079.72|"2025"|19|8|4||"8f;4h"|"N"||||"Y"||"N"||||"U"|11078||
"MF"|73351735|"BB981678"|"NB9460"|"ACT"|1200000|"9"|"Carter St"||14||"02149"|"N"|"SOLD AS-IS.....Unique 3 family with lots of rooms! Extra spaces in the walk-up attic, plus offices, & storage space everywhere. Separate utilities, a nice big driveway, & a great yard/garden area! The location is amazing! 2 Min walk to Main Street for buses (#99, #105 & #106). Good access to T (Wellington Station), highways (I-93 & I-90) and local routes (Rte16&28). Walk to Encore (18 min walk). Close to Assembly Row for shopping & restaurants!***This property is being sold as a Commissioner's sale pursuant to a Massachusetts Land Court partition action. It is being sold as-is and without any warranties or representations of any kind, and without any covenant or undertaking which will survive the delivery of the Commissioner’s deed. Terms shall be subject to review and approval by the Land Court and the sale shall not be consummated unless and until approval by the Court. Please allow two weeks for review of all offers.***"|22|3/28/2025 5:32:00 PM|0|"N"||"B"|3|3|18|0|3|5227|0.12|3926|"Middlesex"|"MA"|1888|1041400|11862|"2025"|7|4|0|"A"|"4f;0h"|"N"||||"Y"||"N"||"J"|"A"|"N"|3926||
"MF"|73365386|"CT005061"|"NB4108"|"ACT"|899000|"84"|"Linden Street"||14||"02149"|"N"|"Welcome to 84 Linden Street, a beautifully maintained Mansard-style two-family home in the heart of Everett. Situated on a rare oversized lot, this property features a spacious two-car garage an uncommon find in the area. The home offers excellent versatility for owner-occupants or investors alike. Unit 1 offers large sun filled eat in kitchen.  Living room dining room open to each other.  Large basement offers extra living space or storage. U2 has been fully renovated with modern finishes, turnkey comfort and style. Located just mins from public transportation, local shops, and dining, this home provides both convenience and community. Large lot presents endless potential for outdoor living, expansion, or additional parking. Whether you're looking to generate rental income, create a multigenerational living setup, or develop further, this property delivers unmatched opportunity in a prime location. Don’t miss your chance to own one of Everett’s most unique and flexible homes."|41|4/28/2025 8:28:00 AM|0|"N"||"G"|2|2|9|2|6|8581|0.2|2300|"Middlesex"|"MA"|1890|875100|9967|"2025"|3|3|0|"A,E,G,R"|"3f;0h"|"N"||"N"||"Y"||"N"||"D,F"|"A,C,E,I"|"N"|2300||
"MF"|73372603|"CN248879"|"AN6926"|"ACT"|1238000|"6"|"Timothy Ave"||14|"10Y"|"02149"|"N"|"Prime location investment opportunity!You're considering a property in Everett with a prime location, high rental demand, and potential for both investment and owner-occupied use. You could also potentially generate significant income by renting out two units while occupying one. Its proximity to the airport, public transportation, and amenities like Wayne Casino makes it an attractive property. The property also has three off-street parking spaces, a spacious backyard, and could help offset mortgage payments from its rental opportunity. Whether you're a first-time buyer, seeking an Investment, or Owner-Occupied property—Don't let this chance slip away!"|42|5/11/2025 8:05:00 PM|0|"N"||"B"|3|1|15|0|3|3049|0.07|2697|"Middlesex"|"MA"|1900|914800|10419|"2025"|7|3|0|"A"|"3f;0h"|"N"||"N"||"Y"||"N"||"A"|"A,C"|"N"|2697||
"MF"|73389141|"BB809394"|"AC1543"|"ACT"|845000|"315"|"Main St"||14||"02149"|"N"|"*Showings deferred until further notice* Rare 3-Unit Opportunity with Garage Parking in Prime Everett Location! This multi-family offers excellent potential for both investors & owner-occupants. The 1st-floor unit is occupied by a long-term tenant. The 2nd-floor unit lives like a spacious condo or penthouse, featuring 3 bdrms, 2 full baths, a home office, & a modern kitchen - ideal for a premium rental or owner’s suite. The 3rd-floor unit is a one-bdrm, with a deck, offering the buyer a creative opportunity to install a kitchen & unlock its full potential.  Bonus features include a 2-car garage & private driveway. Located just a 7-minute drive to Encore Casino & convenient to public transportation, shopping, & major commuter routes. It NEEDS WORK & With your personal touch and updates, this home is a value-add winner! Estate sale, subject to probate court approval. SOLD AS-IS. All photos are natural and unaltered"|37|6/11/2025 10:46:00 AM|0|"N"||"B"|3|2|11|2|4|3202|0.07|2128|"Middlesex"|"MA"|1900|720800|8210|"2025"|6|3|0|"Q"|"3f;0h"|"N"||||"Y"||"N"||"D"|"A"|"N"|2128||
"MF"|73392494|"BB805882"|"AN3959"|"ACT"|849000|"14"|"Russell St"||14||"02149"|"N"|"Big price reduction!!!  Come take a look at this well-maintained two-family home situated in Everett's desirable Glendale neighborhood. Property offers a spacious layout with a total of 9 rooms across two units. The first-floor unit features 2 bedrooms, 1 bathroom, a living room, and a kitchen with stainless steel appliances. The second-floor unit consists of 3 bedrooms, 1 bathroom, a living room, and a kitchen with stainless steel appliances. Both units are equipped with hardwood flooring and gas heating. The property also includes an unfinished basement and off-street parking for up to 5 vehicles. This property has a spacious yard, ideal for outdoor gatherings and recreational activities. Close to all major bus routes, retail locations in Ferry/ Broadway intersection Everett."|28|7/1/2025 12:41:00 PM|0|"N"||"A"|2|2|9|0|5|5702|0.13|1974|"Middlesex"|"MA"|1900|676200|7702|"2025"|6|2|0|"A,Q"|"2f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|1974||
"MF"|73397013|"CN215861"|"AN2724"|"ACT"|1000000|"46-48"|"Revere St."||14||"02149"|"N"|"LOCATION LOCATION LOCATION! Owner occupants and investors. Great opportunity to move into this large 2 family in the heart of Everett. This two-family home, located in a prime and rapidly developing area, presents an exceptional investment opportunity. Key updates include a new roof in 2020, new water heaters, boilers, and updated electrical systems in 2022, as well as a newly added front patio. The property features a spacious third-floor bedroom with an updated full bath, off-street parking, a detached garage, and a fenced-in yard. Its close proximity to stores, schools, medical facilities, highways, and more makes this home ideally situated for both convenience and growth potential. Don't miss out on this incredible investment opportunity."|37|6/26/2025 10:12:00 AM|0|"N"||"G"|2|3|12|1|4|3751|0.09|2800|"Middlesex"|"MA"|1925|750500|8548|"2025"|5|3|0|"A,F,G"|"3f;0h"|"N"||||"Y"||"N"|"Living area includes finished 3rd floor"|"B"||"N"|2800||
"MF"|73401037|"CN225178"|"AN4021"|"ACT"|949999|"35-37"|"Harvard st"||14|"10Y"|"02149"|"N"|"Whether you're a first-time homebuyer looking to offset your mortgage with rental income or an investor seeking a strong addition to your portfolio, this well-maintained 2-family home checks all the boxes! Each unit offers spacious layouts, separate entrances, and individual utilities, perfect for multigenerational living or stable rental cash flow. Nestled on a quiet residential street, yet minutes to Route 1, Encore Casino, public transportation, and the vibrant restaurants and shops of downtown Everett. Enjoy a private backyard, off-street parking, and potential for future value-add upgrades. Solid rental history, don’t miss this chance to own in one of Greater Boston's most dynamic and accessible communities!"|41|7/8/2025 1:24:00 PM|0|"N"||"F"|2|5|10|0|4|3812|0.09|2200|"Middlesex"|"MA"|1910|766900|8735|"2025"|6|4|0|"A"|"4f;0h"|"N"||||"Y"||"N"|"800 sq ft basement space"|"L"|"A"|"N"|2200||
"MF"|73401137|"CT002000"|"AN1953"|"ACT"|935000|"41-43"|"Prescott St"||14||"02149"|"N"|"This detached two family home offers rare opportunity to all investors. Two single family homes sold together in one lot. Great location close to everything Everett has to offer. Minutes to Route 99, Encore Casino, Gateway Shopping Plaza, and Wellington and Sullivan Square transit stations. All utilities are separately metered. Off street parking for eight cars!! Big and private backyard. Both units have been recently renovated. Front home has 6 rooms, 3 bedrooms, eat in kitchen, large living room, 1st floor bedroom, 1st floor bath & large entry foyer. Second level has 2 additional bedrooms and a full bath. Rear Home has 5 rooms, 2 bedrooms and a full bath. 1st level has renovated fully applianced kitchen with newer cabinets, granite countertop, open floor concept to oversized living room and a dining room. Renovated full bath and rear enclosed mudroom with laundry complete this level. 2 Additional bedrooms up all with a good amount of closet space."|14|7/8/2025 3:29:00 PM|0|"N"||"A"|2|2|11|0|8|7248|0.17|2500|"Middlesex"|"MA"|1900|821400|9356|"2025"|5|3|0|"A"|"3f;0h"|"N"||||"Y"||"N"|||"A,C"|"N"|2500|0|
"MF"|73371958|"CN225897"|"AN7192"|"ACT"|1980000|"17"|"Hubbard St"||15||"02148"|"N"|"Location! Location! Location! prime 6-unit investment property located just steps from the Malden T Station on the Orange Line, offering quick and easy access to downtown Boston. This vibrant and growing city is increasingly attracting professionals seeking convenient living options close to the heart of Boston. Each of the six spacious units features 2 bedrooms and 1 bathroom, making them highly desirable in this sought-after area. The property currently generates $110k annually in rental income, with the potential to increase to $180k annually based on market rent estimates. This is a rare opportunity to acquire a turnkey investment with significant upside in a high-demand location. schedule a viewing and explore this exceptional investment opportunity."|13|5/8/2025 2:47:00 PM|0|"N"||"E"|6|3|24|0|3|3716|0.09|5814|"Middlesex"|"MA"|1954|1287000|15045|"2024"|12|6|0||"6f;0h"|"N"||||"Y"||"N"||||"N"|5814||
"MF"|73382467|"CT004982"|"AN3502"|"ACT"|899900|"7-9"|"Meridian Pkwy"||15||"02148"|"N"|"BACK ON MARKET! Buyer lost financing. This massive, NINE bedroom, two family, is located just 0.7 miles from Malden Center T Station and willed be delivered fully vacant! Unit 1 features over 1,100 sq ft with 4 bedrooms, hardwood flooring throughout and a fully tiled bath. Unit 2 offers over 1,600sqf between two levels of living space, with 5 total bedrooms and a private front balcony. Separate heat, hot water, and electric making it ideal for investors. The entire home has been freshly painted and is in turnkey condition! A must-see for investors or owner-occupants!"|40|5/29/2025 7:35:00 PM|0|"N"||"A"|2|3|13|0|0|2762|0.06|2889|"Middlesex"|"MA"|1900|755900|8557|"2025"|9|2|0||"2f;0h"|"N"||||"Y"||"N"|"Dimensions are approximate. Buyers and Buyers' Agents to verify all listing information."|"J"|"H"|"N"|2889||
"MF"|73385426|"CT002624"|"AN4852"|"ACT"|1199000|"90-92"|"Beach St"||15||"02148"|"N"|"Sellers of this owner occupied Malden 2 family are ready for their new address. Stylish & updated this an opportunity for investors, income property buyers, or developers - where the 12k+ sq foot oversized lot offers endless possibilities. Conveniently located just minutes to the highway; public transportation; & shopping this property offers a stress-free  lifestyle. Unit one is freshly painted w/an updated kitchen & appliances (2024); electrical (2024); and bathroom (2023). There is endless charm & character with vaulted ceilings & oversized windows. In-unit laundry & space for a working office are a few of the added bonuses. Unit 2 boasts TWO levels of living area with 4 bedrooms & 2 FULL updated bathrooms. Also freshly painted with an updated kitchen; in-unit laundry (2023) & vaulted ceilings a space to spread out & enjoy. New heating system (gas) (2016). Explore the future benefits the walkout basement w/high ceilings not to mention lot size has to offer."|42|7/22/2025 1:55:00 PM|0|"N"||"G"|2|2|14|0|8|12606|0.29|2701|"Middlesex"|"MA"|1880|906400|10260|"2025"|6|3|0|"A,F,G"|"3f;0h"|"N"||||"Y"||"N"|"Each unit currently utilizing dining room as an additional bedroom."|"B"|"A"|"N"|2701||
