PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73232389|"K0001697"|"AN6429"|"SLD"|179900|"207"|"Putnam Hill Rd"||434|"33V"|"01590"|"N"|"Like Golf! Take in a Round of Golf or Enjoy the Fabulous view from your deck while watching golfers teeing off for the 12th hole! Stroll over to the Blackstone National CC Barn or Clubhouse for dinner! This 6 Acre Retreat Lot has been perced! (See attachment) Enjoy living in The Blackstone Valley! Convenient Access to Routes 395 and 146."|15|5/2/2024 2:57:00 PM|0|"N"|"K8000689"|"AN6245"|165000|11/1/2024||"Worcester"|"MA"|"A"|268179|6.16|"A,C"|"B,G,H,I,L"|"A"|"N"||"N"|||"B"|"N"
"LD"|73232467|"M8000536"|"AN1203"|"SLD"|39900|"Lot 67"|"Moberg"||572||"01057"|"N"|"Nestled within the breathtaking Berkshires, a pristine piece of land spanning 5.73 acres awaits your vision of tranquility and adventure. Welcome to the Indian Lake Association, where nature's splendor meets unparalleled recreational opportunities.This Association offers private beaches, roads, and tennis courts. Whether you envision a full-time residence or a summer retreat, this property offers the perfect canvas to bring your dreams to fruition. Imagine waking up to the gentle rustle of leaves, spending afternoons exploring wooded trails, and evenings gathered under the starlit sky. Schedule your showing today."|30|10/2/2024 2:55:00 PM|0|"N"|"NB113651"|"AN1026"|30000|12/23/2024||"Berkshire"|"MA"|"A"|249599|5.73||"I"|"A"|"N"|||||"B"|"N"
"LD"|73232825|"BB903278"|"BB4624"|"SLD"|1600000|"450"|"Wareham"||180||"02346"|"U"|"Prime Location .....  Commercial / GENERAL USE property with a rich history  known as Ben Howes Chicken House and an excellent location.  Situated near major highway (exit 8 off of 495) with high visibility with busy cape traffic during peak seasons, certainly adds to its appeal for various businesses.  Gas stations and convenience stores  as well as Inns and motels often thrive in such locations due to the constant flow of traffic.  Plus the proximity to Cape Cod, Plymouth, Boston and Providence opens up a wide range of potential customer and business opportunity.  With its General Use zoning, there is plenty of flexibility for different types of businesses to make the most of this space."|25|6/25/2024 10:40:00 AM|0|"N"|"BB903278"|"BB4624"|1520000|5/29/2025||"Plymouth"|"MA"|"C"|93106|2.14|"A"|"J,Q"|"G,H"|"N"||"N"|||"B"|"U"
"LD"|73232862|"BB903278"|"BB4624"|"SLD"|899000|"277-287"|"New Boston Road"||155||"02719"|"N"|"Fairhaven, a tranquil ocean town nestled in the embrace of nature, offers the perfect canvas for those seeking to craft their own paradise.   So many options for your family to immerse yourself in either the serenity of the land or the boundless expanse of the ocean.  This 84 acre parcel of 61A land, boasting 337 feet of frontage, presents a rare opportunity to create your dream haven.  Whether you envision a sprawling estate, a sustainable farm or coastal retreat, the possibilities are endless.  Under Agricultural zoning and taxes this property provides a unique blend of opportunity and serenity, with the freedom to cultivate the land or explore maritime pursuits.  Everyday offers a chance for adventure and fulfillmentShowings are by appointment only, ensuring each visitor can fully appreciate the beauty and optical of this remarkable slice of paradise.  Come discover the joy of living where work and play harmonize with the rhythms of nature in Fairhaven"|23|5/17/2024 5:59:00 PM|0|"N"|"BB903278"|"BB4624"|825000|9/6/2024||"Bristol"|"MA"|"B"|3665979|84.16|"A"|"I,K,X"|"A,E,D"|"N"||"N"||"N"|"B"|"N"
"LD"|73232868|"BB921254"|"AC1854"|"SLD"|1349000|"51"|"Chestnut St"||34||"02038"|"N"|"""Chestnut Village"" condominiums presents a unique opportunity to develop 27 total condominiums with 22 being conventional sales and 4 selling as affordable units, plus the property incudes 1 renovated three bedroom single family home that will be part of the condominium association. Planning Board & Conservation Approved with architectural, structural & site plans in hand. The current owner has several projects that are ongoing, making it the right time to sell this project at a price already calculated to offer significant financial opportunity for a developer looking to build a highly desirable 55+ living environment near downtown Franklin. There are many attractive local amenities for active residents including nearby shopping, restaurants public transportation, bike trails, parks golf course & more. Convenient to highways, state routes & the ""T"" commuter rail, residents will have easy access to Boston or Providence entertainment too! Additional details by request."|11|5/5/2024 9:07:00 AM|0|"N"|"BB921254"|"AC1854"|1075000|4/4/2025||"Norfolk"|"MA"|"A"|422096|9.69|"A"|"B,I"|"A,C"|"N"||"N"||"Y"|"B"|"N"
"LD"|73232912|"TM348775"|"AN7723"|"SLD"|2500000|"50"|"Laurel Rd"||57||"02493"|"N"|"Incredible land in an A+ Location! Prime 1.67 acre building lot available on Laurel Road, one of the most sought after streets in Weston. Naturally screened with  mature trees creating privacy, the lot is entirely level with expansive lawns and an existing tennis court. There's plenty of room for a pool and a cabana. The neighborhood is surrounded by over 34 acres of conservation land and is in close proximity to the Rail Trail and Weston Town Center.  An existing 4 bedroom house and a detached studio sit on the property. Current plans in hand for new 5 bedroom septic, plus grinder. Bring your architects or have a builder build your dream home. Schedule a viewing now."|5|5/3/2024 2:34:00 PM|0|"N"|"CT006097"|"AN3407"|2375000|8/9/2024||"Middlesex"|"MA"|"A"|72632|1.67|"A,C,G"|"D"|"A"|"N"|||||"A"|"N"
"LD"|73233218|"K0003347"|"AN8092"|"SLD"|89900|"27"|"New Athol Rd Lot 408/77-8"||471||"01366"|"N"|"NEW PRICE! Dreaming of a ""Summer Cabin"" to get away from it all? Many a memory here......this cabin needs complete restoration but is on a foundation and there is a shallow well on the property. Don't want to restore? Tear down and build new! Enter between the fieldstone wall with traces of flowering perennial gardens, a cart path with a park like setting offering a variety of mature trees! Enjoy sightings of ""Mother Natures"" wildlife! Situated on 5.81 acres & 200' of frontage. Minutes to gates of the Quabbin Resevoir, Harvard Forest & Swift River Reservation! This parcel has been subdivided from a larger parcel #77 and has planning board approval. Wetland deliniation completed. Assessment & taxes to be determined. Several lots to choose from. Cabin stability unknown, buyers must be accompanied at all times. Enter at your own risk."|12|5/20/2024 4:29:00 AM|0|"N"|"K0003347"|"AN8092"|84000|10/18/2024||"Worcester"|"MA"|"A"|253076|5.81|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73233224|"K0003347"|"AN8092"|"SLD"|84000|"27"|"New Athol Rd Lot t408/77-10"||471||"01366"|"N"|"Welcome to Petersham~Several lots to choose from! Lot 10 offers 5.02 acres with 200' of road frontage. Imagine building your dream home in this park like setting just minutes to gates of the Quabbin Resevoir, Harvard Forest & Swift River Reservation....Like to hike? Like Wildlife? Plenty of that here! Buyer to assume perk. This parcel is subdivided from a larger parcel #77 and has planning board approval. Assessment & taxes to be determined.Property Information."|2|5/4/2024 6:52:00 PM|0|"N"|"CN230523"|"AN3365"|82000|10/29/2024||"Worcester"|"MA"|"A"|218738|5.02|"A,C,E"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73233590|"BB902567"|"A95384"|"SLD"|289000|"New Lot 2"|"Bishop Road"||152|"28P"|"02770"|"N"|"See facsimile photos of possible home~ 40X67' Modern Farmhouse with Great Floor Plan and 2 Car Garage.  Desirable Snipatuit Pond Estates.  2.7 acre Lot on a quiet side road in an upscale neighborhood.  Enjoy Quintessential Rochester as you pass Cranberry Bogs, Farm Stands, and Unblemished Natural Beauty.  Only several miles to Shopping, Conveniences, and Highway Access. Finding the RIGHT Lot is just the Beginning, and This Is It.  Choose your own Builder, Engineer, and YOU call the Shots!  Enjoy your rights to the Neighborhood Beach and Kayak, Canoe, Paddleboard, Swim or just hang out and Live Your Best Life."|5|7/18/2024 10:17:00 AM|0|"N"|"BB902567"|"A95384"|265000|12/18/2024||"Plymouth"|"MA"|"A"|115366|2.65|"A,C,E,G"|"I"|"A"|"N"||"N"||"N"|"A"|"N"
"LD"|73233817|"K8001436"|"K95508"|"SLD"|72000|"29"|"Elm"||432||"01570"|"N"|"~*~ Explore the Possibility of Building a New Construction Home or Start an Investment Project!! ~*~  Check this Out!!  Manageable 66' x 133""  Lot in an Established Neighborhood is Waiting for your Vision!!  Conveniently Located with Services in the Street....The Town of Webster offers Abundant Amenities >>>> Easy Highway Access > Medical Facilities > Webster Lake's Memorial Beach > Boat Ramps > Marinas > Restaurants & Lots of Shopping!!  Plenty of Time to Start Building NOW !!"|2|5/7/2024 3:40:00 PM|0|"N"|"K8001436"|"K95508"|69000|10/25/2024||"Worcester"|"MA"|"A"|8778|0.2|"A,C,E,I"|"H,I"|"A"|"N"||"N"|||"B"|"N"
"LD"|73233865|"CN229010"|"H95115"|"SLD"|52500|"128"|"Orange St"||472||"01331"|"N"|"BUIDLERS TAKE NOTE!  Building lot in a Residential neighborhood in Athol, close the Silver Lake, parks, shopping and library.  Great location for an entry level home.  Easy to show just give us a call! Town water and sewer."|3|5/6/2024 9:38:00 PM|0|"N"|"k8002115"|"k95634"|50000|8/2/2024||"Worcester"|"MA"|"A"|6075|0.14|"A,C,E,I"|"D"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73234496|"G0000504"|"G43500"|"SLD"|1499000|"42-50"|"Cable"||345|"SBE"|"01952"|"N"|"Investors and/or developers, a unique opportunity is presenting itself at Salisbury Beach. Four lots featuring eight year-round units located in the Beach Commercial Zone. Lot 42 – single family. Lot 44 – 2 family plus 3 single-family cottages. Lot 48 – open space for parking/new construction. Lot 50 – 2 single-family homes. For developers/builders, our estimate provides for six to nine/three-bedroom units allowed in this Beach Commercial Zone. The possibilities include six to seven single-family homes or two to three/3-unit garden style condominium buildings. All four parcels must be purchased together and are NOT sold separately. Buyer could also purchase the package and sell all four parcels individually. FIRST and ONLY showing of all eight units together will be held on Saturday, May 11, 12-3 PM. Please view attachments."|11|5/8/2024 1:04:00 AM|0|"N"|"G0000504"|"G43500"|1366000|8/29/2024||"Essex"|"MA"|"C"|22520|0.51||"O"|"A,B,G"|"N"|||||"A"|"N"
"LD"|73234942|"CN216802"|"AN0130"|"SLD"|800000|"900"|"Concord Rd"||51|"33O"|"01776"|"N"|"Amazing opportunity to build your dream home on 18 acre, 61A zoned, working farmland. This lot is ready for a 3 bedroom, 4 bathroom septic. Bring your builders to build current approved architectural plan or design your own. Located in highly desirable North Sudbury on the Concord line, right down the street from Nashawtuc Country Club. Easy access to top ranked public and private schools, restaurant/shops, public transportation and only 25 miles to Boston! Contracted farmers are currently using the cleared 8 acres, but as the new owner you can contract them to continue, or take it over yourself, with room to expand. 7 min to Concord center, 9 min to Sudbury center"|9|5/8/2024 2:00:00 PM|0|"N"|"CN257563"|"AN8819"|700000|6/9/2025||"Middlesex"|"MA"|"B"|788436|18.1|"A"|"D,G,R"|"E"|"N"||"N"||"N"|"E"|"N"
"LD"|73235063|"CN256156"|"AN8404"|"SLD"|85000|"0"|"Main Rd"||516||"01350"|"N"|"Private, yet accessible property conveniently located near Mohawk Trail/Route 2 and many area attractions. Two surveyed parcels are being sold together for a total of 21.026 acres with about 500' of road frontage. Main Rd is paved and well maintained with year-round access. The eastern perimeter is adjacent to the Monroe State Forest for added privacy. Electricity is available from the road. Property is moderately level along the road with rising elevations as you go deeper into the woods which features a mix of hardwoods and evergreens. Dunbar Brook across the road. The source of representations are from seller or public source; broker hasn't verified same. It's recommended buyer independently verify all info."|7|5/8/2024 3:28:00 PM|0|"N"|"CN256156"|"AN8404"|70000|8/8/2024||"Franklin"|"MA"|"A"|916066|21.03|"A,C,E"|"I,U"|"A,D"|"N"||"N"||"N"|"B"|"N"
"LD"|73235321|"CN214657"|"M95260"|"SLD"|79900|"0"|"Main Road"||836||"01034"|"N"|"Surrounded by the serene beauty of untouched woodlands, this 5-acre +/- parcel in the Historic District of Granville presents the opportunity to create your own private sanctuary. The neighboring home (MLS #73243569) at 1494 Main Rd. is listed separately on a 24-acre +/- lot which includes a single-family antique home built by Ezra Baldwin in 1763 and a barn with a workshop."|3|5/8/2024 8:36:00 PM|0|"N"|"CN214657"|"M95260"|40000|10/17/2024||"Hampden"|"MA"|"A"|220000|5.05|"A"|"I"|"A"|"N"||"N"||"N"|"B"|"N"
"LD"|73235958|"TM338396"|"AN7126"|"SLD"|349000|"0"|"North Falmouth"||107|"NFA"|"02556"|"N"|"Prime location in the village of North Falmouth! This well laid out half acre lot is the perfect homesite for people who want to be able to leave their car home and walk to shops, restaurants, post office, bike path and more. Imagine strolling along the sidewalk, stopping to post a letter and chit chatting with neighbors while grabbing a cup of coffee, then meandering down to the library, checking out the goings on at the ball field and tennis courts, poking in at Old Main Mercantile and then contemplating  where you want to have dinner that evening. Epic Oyster? Maybe Bucatino or Silver Lounge? All of these spots are less than a mile away. Meanwhile Megansett Beach and Old Silver beckon with their warm water and gorgeous sunsets.  Don't miss out on this opportunity to have a  brand new home in this fabulous spot where you can embrace the best of Cape Cod."|13|5/9/2024 9:05:00 PM|0|"N"|"H1111111"|"H11111"|300000|7/2/2025||"Barnstable"|"MA"|"A"|23086|0.53|"C"|"I,U"|"A"|"N"|||||"B"|"N"
"LD"|73235985|"E9500068"|"E31301"|"SLD"|239000|"0"|"West Leyden Road"||513||"01340"|"N"|"Nestled along a picturesque county road in Colrain's hills lies a pristine sugar bush, one of the finest in the state. Spanning 25 acres across two lots, this property features aprox.1675 tap-able maple trees, a sugar house and loading dock, a bottling room and necessary equipment, awaiting its next maple producer. The owner notes, with a rich history of over 150 years, the upper sugarbush boasts old growth maples from the original New England forest. Both parcels, situated opposite each other, have passed perc tests from 7-20-2012. The lower lot offers electricity, a well and frontage along Green River Road. Protected under Chapter 61A, the land will transfer under the same chapter. Local outdoor activities include, kayaking, mountain biking trails, hiking, skiing, and the trout-filled Green River is just a stone's throw away.Whether you're an income-focused entrepreneur, a seasoned maple farmer, or an outdoor enthusiast, this unique opportunity is not to be missed."|17|5/10/2024 10:38:00 AM|0|"N"|"CN231873"|"NB3534"|217100|9/11/2024||"Franklin"|"MA"|"F"|1109908|25.48|"A,E"|"B,I,K,U"|"E,G,D"|"N"||"N"|||"A"|"N"
"LD"|73236012|"TM009494"|"AC1693"|"SLD"|274900|"145"|"Bay Rd"||527||"01035"|"N"|"\Welcome home, Build your dream home on this beautiful piece of property in Hadley. This is a great lot to establish a home and have the garden of your dreams. Beautiful rolling pastures and views to the hillside. Plenty of room to start that hobby farm. Come out to Hadley and enjoy one of the lowest property tax rates in the state.  This is truly a once in a lifetime opportunity to own such a wonderful parcel in a wonderful community."|3|5/10/2024 7:11:00 AM|0|"N"|"TM009494"|"AC1693"|275000|11/1/2024||"Hampshire"|"MA"|"F"|223842|5.14|"A,C,E"|"D,I,R,X"|"A,E"|"N"||"N"|||"B"|"N"
"LD"|73236238|"CN211404"|"AN8246"|"SLD"|179900|"0"|"Cold Hill Rd"||860||"01033"|"N"|"This stunning 3.4-acre lot, located on the desirable Cold Hill Rd, is mostly cleared as a stunning meadow, including the house site. The location gives the feeling of being far out in the countryside but is just a few minutes' drive to 5 Corners in Granby, Mount Holyoke College and The Orchards Golf Club in South Hadley, and under 10 minutes' drive to Mount Holyoke Range State Park (with 30 miles of hiking trails) and Atkins Market in Amherst. This lot will also give you a head start on building your dream home, as the Well is already in place (2022 water analysis in hand), perc testing has been done (soil analysis from 2023 in hand) and there is even a septic design in hand. The lot also receives nearly straight southern exposure - perfect for solar! Opportunities for land like this are rare - get it while you can."|7|5/10/2024 3:41:00 PM|0|"N"|"M9500652"|"J02000"|179900|8/16/2024||"Hampshire"|"MA"|"A"|148975|3.42|"A,C,E"|"D,G,Q,U"|"A"|"N"||"N"||"N"|"B"|"N"
