PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73306899|"CN243395"|"AN4167"|"ACT"|449900|"1372"|"Main Street"||866||"01069"|"N"|"Show stopping property with stunning appearance and finishes. Fully renovated in ""2019"" with new AC, electric (200 amp). First level Offers: retail space, service counter, waiting area, office, one private room, kitchenette, and two ADA bathrooms. The lower level offers: four individual rooms, lockers, storage area with washer / dryer hookup. The newly paved rear lot offers two parking spots for owners. Bring your own personal touches and ideas? See floor plans in photos of 10 rooms."|27|6/10/2025 2:29:00 PM|0|"N"||"Hampden"|"MA"|"A"|"A"|0|0|0|0|1|2328|0|0|0|0|1|||3049|0.07|0|"G"|"N"
"CI"|73307130|"CN216501"|"AC0925"|"ACT"|6650|"300"|"Western Ave."||1||"02134"|"N"|"Top Floor in a high quality, professional building at desirable, busy cross street of Everett and Western Ave in Allston, on same property as brand new Allston Labworks. 2,295 rentable square feet of open, bright space, previously used as a dance / ballet studio. Soaked in natural light. Hardwood floors, large windows wall-to-wall, kitchenette. Newer building. Sprinklers, Elevator, Possibility for signage, Public Bathrooms. Tenant pays own electric. Everything else is included, including cleaning of common areas, landscaping, plowing, etc."|14|10/28/2024 8:11:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"B"|0|0|1|2295|0|0|0|0|0|0|1|||0|0|5||"N"
"CI"|73307255|"CT009623"|"AN8279"|"ACT"|1499000|"2"|"Northern Blvd"||342||"01951"|"N"|"Oceanfront Mixed-Use Property with development potential. Discover a rare gem in this stunning oceanfront property situated on a large lot with multiple potential uses. This unique opportunity features a well-appointed upstairs apartment, offering breathtaking ocean views and a comfortable and stylish living space. The ground level hosts a commercial space that was previously occupied by a popular take out restaurant and ice cream stand. Outside you'll find an outdoor shower, large deck space and seaside seating areas. The prime location offers excellent visibility, parking and foot traffic opportunities. Looking to build your dream home? Take advantage of the residential zoning and over 16,500 sq. ft. lot! Alternatively, the property has fantastic potential for investors looking to capture rental income. Located in the Plum Island Overly District. Buyer responsible for all due diligence. Large oceanfront lots like this are rare, don't miss this incredible opportunity!"|38|10/29/2024 6:41:00 PM|0|"N"||"Essex"|"MA"|"G"|"A"|1|675|0|0|1|675|0|0|0|0|2|2|1350|16509|0.37|10|"A,J,O,S"|"N"
"CI"|73307351|"CT004352"|"AC1267"|"ACT"|3500000|"58"|"Main St"||451||"01740"|"N"|""|3|10/29/2024 12:56:00 PM|0|"N"||"Worcester"|"MA"|"B"|"A"|0|0|0|0|0|0|0|0|1|34360|2|||253519|5.82|30||"N"
"CI"|73307421|"CT004352"|"AC1267"|"ACT"|3000000|"585"|"Middlesex St"||372||"01851"|"N"|""|5|10/29/2024 2:52:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"C"|0|0|1|21540|0|0|0|0|0|0|3||21540|50530|1.16|99||"N"
"CI"|73307429|"TM200171"|"G95022"|"ACT"|18|"77"|"Elm St"|"202B"|346||"01913"|"N"|"Welcome to this beautifully renovated 3-story mill building, offering over 22,000 square feet of versatile office and retail space. Originally built in 1890 and thoughtfully updated in 2018 and 2020, the property perfectly blends historic charm with modern convenience. Step inside to find soaring ceilings, exposed brick walls, expansive windows that flood the space with natural light, and stunning hardwood floors — all creating a warm, industrial-modern vibe that inspires creativity and productivity.Tenants enjoy central heating and air conditioning, 23 dedicated parking spaces, and a selection of 9 unique industrial-style units. Whether you’re seeking an inspiring workspace or a welcoming retail presence, this building delivers the character, comfort, and functionality your business needs to thrive."|10|10/29/2024 3:14:00 PM|0|"N"||"Essex"|"MA"|"A"|"B"|0|0|1|1200|0|0|0|0|0|0|3|1|1200|17950|0.41|25|"F,K,N,S"|"N"
"CI"|73307467|"CT000887"|"AN8620"|"ACT"|1900|"19"|"Alexander Ave"||43||"02478"|"N"|"600 sqft of office space in Belmont Center. Formerly a law office space."|18|10/29/2024 4:18:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|600|0|0|0|0|0|0|2|1|600|5616|0.13|0|"G"|"U"
"CI"|73307472|"BB900812"|"BB9287"|"ACT"|850|"634"|"Broadway"|"1"|171||"02767"|"N"|"High traffic area close to all major highways with good sign visibility.  Great for someone looking for affordable office space or retail space with good visibility.  Heat and electric included in $850. monthly fee."|1|10/29/2024 4:23:00 PM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|1|600|0|0|0|0|0|0|1|1|600|18731|0.43|10|"A"|"N"
"CI"|73307583|"CN232756"|"AN7180"|"ACT"|1395000|"38"|"Crescent"||210||"02364"|"N"|"DEVELOPMENT OPPORTUNITY --- Planned 54 unit residential development (30 1-Bedroom, 18 2-bedroom, and 6 3-bedroom units) with preliminary approvals, requiring final state level 40B approval to be obtained by buyer. 65 proposed parking spaces. Single family, currently tenanted home to remain as an added bonus to buyer. Sewer betterment agreement with town of Kingston and Wetlands conservation agreement with state department of environmental protection to transfer to buyer. All final approvals shall be responsibility of buyer."|9|10/31/2024 4:35:00 PM|0|"N"||"Plymouth"|"MA"|"D"|"A"|1|1924|0|0|0|0|0|0|0|0|2|||186001|4.27|65|"K"|"N"
"CI"|73307810|"BB805446"|"AN8461"|"ACT"|50|"15-17"|"Winter Street"||13|"ECM"|"02141"|"U"|"Leasing Incentive - 1 month free rent per year of lease term. Furniture can be provided and available parking located onsite. Brand new construction and suite are ready to occupy. High End fits and finishes throughout."|7|10/30/2024 12:57:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|2|3045|0|0|0|0|0|0|2|2||0.04|0|1|"A,F"|"U"
"CI"|73307834|"CT000887"|"AN8620"|"ACT"|1800|"209"|"Albion"||307||"01880"|"N"|"950 sqft of office or retail space in downtown Wakefield. Close to Wakefield Station on the Haverhill Line. Rent does not include utilities."|12|10/30/2024 1:27:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|0|0|1|950|0|0|0|0|1|1|950|0|0|0|"G"|"U"
"CI"|73307856|"BB805446"|"AN8461"|"ACT"|44|"189"|"Cambridge Street"||13||"02141"|"U"|"189 Cambridge Street is now offering 1,000 SF of office space in the heart of East Cambridge, America’s hub of innovation. Located just steps from the Lechmere Green Line T Station and Cambridge Crossing, 1 mile from Downtown Boston, and 1.6 miles from I-93, the property is easily accessible by public transportation, car, bike, and foot. Within walking distance of Kendall Square, MIT, and Harvard University, the property sits amidst the densest concentration of intellectual capital in the world including 62+ public companies with a combined market value of $170+ billion. Area amenities include the Cambridge side Galleria, the new 4.5MSF Cambridge Crossing mixed-use development, and numerous dining and entertainment options. The property further offers dedicated onsite and offsite parking, with local and active ownership."|3|10/30/2024 2:16:00 PM|0|"N"||"Middlesex"|"MA"|"A"|"B"|0|0|1|1000|0|0|0|0|0|0|4|||0.22|0|1||"U"
"CI"|73307877|"CN227748"|"AC0727"|"EXT"|22|"256"|"Georgetown Rd"||361||"01921"|"N"|"Longtime established B-1 commercial/business zoned location. Well, known in Boxford and has new ownership which is looking to lease up Unit 4 currently available. Space is approx 1912 sq ft.  medical, dentist, retail, cafe, breakfast/lunch. No restrictions or non-compete in place. Town beer and wine licenses available at this time.  Endless possibility with huge upside potential in a commercial property about to have significant growth and exposure with new ownership. Spaces and lease terms are very flexible. Spaces are ready to go and ready to be occupied, great landlord with close a very close proximity to property for any support as needed, Don't miss out and let's get your new business or expansion location set up in one of Boxford best B-1 zoned properties. Rent = $22 Modified Gross, with long term leases preferred"|1|10/30/2024 2:35:00 PM|0|"N"||"Essex"|"MA"|"A"|"B"|0|0|4|6000|4|6000|0|0|0|0|1|4|5700|139827|3.21|100|"K"|"N"
"CI"|73307900|"CN241894"|"AN0907"|"ACT"|2300|"33"|"Harvard"|"203"|12||"02445"|"N"|""|8|10/30/2024 3:01:00 PM|0|"N"||"Norfolk"|"MA"|"E"|"B"|0|0|3|0|0|0|0|0|0|0|2|||0|0|0||"N"
"CI"|73307941|"CT003199"|"AN1174"|"ACT"|16|"89"|"Newbury St"||320||"01923"|"N"|"89 Newbury Street features bright sun-filled offices with ribbon windows, professionally crafted to meet your office needs. Newly renovated common areas creates an inviting atmosphere for your employees and clients. 1,266 square foot corner suite is currently available. Seasonal colors abound throughout this meticulously landscaped property. 89 Newbury Street is professionally managed, contains an elevator and ample parking. Conveniently located on Route 1 North, just past the Route 114 intersection and minutes to Routes 95 & 128."|9|10/30/2024 3:53:00 PM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|1|1266|0|0|0|0|0|0|3|||62291|1.43|50||"N"
"CI"|73307965|"NB111408"|"NB4651"|"ACT"|4300|"475"|"Washington St."|"2-1A&B"|38||"02093"|"N"|"Large office spaces available for rent in prime location on Route 1, Providence highway on the northbound side.  Close to Route 495,95 and 128.RENT INCLUDES : ELECTRICITY, HEAT AND HOT WATER. RENT DOES NOT INCLUDE :Telephone, internet, cable and dumpster."|13|10/31/2024 12:40:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"B"|0|0|2|2586|0|0|0|0|0|0|2|||5.67|0|8||"N"
"CI"|73308011|"TM316344"|"AN7280"|"ACT"|500000|"1839 &1847"|"Memorial Dr"||857||"01020"|"N"|"2 buildings 1 is a large commercial office or retail space custom built in 1987 on busy corner with 3 floors and many updates. The other is a 710 office or retail space both on Corner of Britton with signal light. This can be 1 large business or up to 8 different businesses there are 12 plus offices and open spaces. 3 heating and cooling units in large buildings and 2 electric panels. Kitchenette on the 2nd floor of large building. Small building has full kitchen. This is a great opportunity to own a piece of Memorial Ave.  Huge signage on the street too. Plenty of off street parking. Owner may consider holdingmortgage for qualifiedinvestor 700 plus credit score."|11|6/8/2025 7:26:00 AM|0|"N"||"Hampden"|"MA"|"A"|"A"|0|0|6|3878|6|3878|0|0|0|0|3||3878|26048|0.6|15||"N"
"CI"|73308115|"CN238360"|"AN2463"|"ACT"|1800|"2"|"S Bridge Dr"||851||"01001"|"N"|"1,100 sf office suite featuring a reception/waiting room, two private offices and a large conference/additional office. Direct outside access with private entrance to the unit. All first floor spaces with abundant on site parking at a great location."|10|4/21/2025 9:41:00 AM|0|"N"||"Hampden"|"MA"|"E"|"B"|0|0|1|1100|0|0|0|0|0|0|1|1|1100|173378|3.98|40|"K"|"N"
"CI"|73308366|"TEAM0019"|"AN8171"|"CTG"|1295000|"23"|"Dale Ave"||326||"01930"|"N"|"HUGE PRICE ADJUSTMENT!!!!!!  CHECK OUT THE NEW PHOTOS!!!!!  If you’ve been looking for something you would be proud to own, this is it.  Stately and majestic the building now has 3 separate office spaces on the first level and two 2-bedroom spacious apartments on the upper levels.  High visibility location.  Live in bustling downtown Gloucester near shopping, entertainment and many dining choices.  Hop on the train nearby, if you are going to a show in Boston and return to your home knowing it’s so close.  Easily work from home with separate entrances for the office.  Grand staircase leads to the upper floors you can use as home, or use one or both for additional income.  The bonus is the ample parking area and the two-car garage."|42|2/19/2025 4:41:00 PM|0|"N"||"Essex"|"MA"|"G"|"A"|2|2304|3|1896|0|0|0|0|0|0|3|5|4200|9024|0.21|7|"A,E"|"N"
"CI"|73308670|"K9502648"|"AN7455"|"ACT"|160000|"1"|"EAST MAIN ST"||432||"01570"|"N"|"There is no other way to say it...LOCATION LOCATION LOCATION! Right in the middle of Main Street. 4 rooms, 3 offices, a break area/ kitchenette, and a half bath.  Don't miss the opportunity to own this high visibility location for your office.  Well maintained with updated flooring walls and fixtures. New rubber roof and updated electric.  Ample parking and walking distance to all that Webster has to offer... Town Hall, Library, Post Office Police Station, restaurants and shops Ready for immediate occupancy!"|28|11/14/2024 12:20:00 PM|0|"N"||"Worcester"|"MA"|"A"|"C"|0|0|1|735|0|0|0|0|0|0|1|||2286|0.05|6|"A"|"N"
"CI"|73308671|"BB801251"|"AN8532"|"ACT"|6500000|"49,46-50"|"Houghton Street"||49||"01749"|"N"|"Great opportunity to own a 470 unit self storage facility. Also comes with 46-50 Houghton street which is the lot across the street, plans for drive up bays or keep for parking. Hudson self storage has been operating since 2005. Versatile property with expansion potential, great buy and hold. Also, potential redevelopment to 83 residential live work units."|13|11/1/2024 10:15:00 AM|0|"N"||"Middlesex"|"MA"|"A"|"A"|1|0|1|9999|0|0|3|47635|0|0|3|470|47635|123710|2.84|999|"K"|"N"
"CI"|73308742|"BB810005"|"AN6210"|"ACT"|16|"100"|"central"||2037||"02886"|"N"|"Well maintained Warehouse & Office Space, Large Lot."|1|11/1/2024 12:30:00 PM|0|"N"||"Kent"|"RI"|"A"|"B"|0|0|0|0|0|0|1|2200|0|0|1|1|2200|8300|0.19|10||"N"
"CI"|73308750|"BB810005"|"AN6210"|"ACT"|16|"24"|"Greco"||2037||"02886"|"N"|"Well maintained Warehouse/ Office Bldg, with OH door and Truck level shipping Dock."|1|11/1/2024 12:31:00 PM|0|"N"||"Kent"|"RI"|"A"|"B"|0|0|0|0|0|0|1|3350|0|0|1|1|3350|15300|0.35|10||"N"
"CI"|73308808|"CT000960"|"AN7059"|"ACT"|1389000|"1168"|"Boston Road"||839|"844"|"01119"|"N"|"High traffic location on Boston Road this corridor sees over 23,000 vehicle trips per day. The property sits on roughly 0.7 acres, at Boston Road and Temby Street, and features ample surface parking spots. The three units include a restaurant, and two other units would be ideal for local  businesses or commercial office uses. The Boston Road area is demographically very strong, and regional/national retailers can be found in close proximity. The owner is open to build to suit or ground lease opportunities as well."|7|11/1/2024 2:14:00 PM|0|"N"||"Hampden"|"MA"|"A"|"C"|0|0|0|0|3|7600|0|0|0|0|1|||30501|0.7|20|"N"|"N"
"CI"|73309122|"CN229138"|"AN4578"|"ACT"|1000|"1400"|"Route 28A"|"2"|102|"CAT"|"02534"|"N"|"LOCATION. LOCATION. OFFICE SPACES FOR RENT. Do you need more office space? Adjunct or branch office? Have you outgrown your home office? Professional meeting space? Special project? Summer office? This Turnkey facility has most everything included. Multiple offices are available. This attractive, completely renovated office building should meet your needs. Individual offices of varying sizes are available for 6 month to 1 or 1+ year leases. All utilities and building expenses are included. Building includes: Shared conference space, kitchen and breakroom and restrooms. Wifi. Furnished or unfurnished. Move-in ready! Rents range from 800 to 1200 per month based on size. Great location. Close to major highways. Falmouth, Mashpee, Bourne and Canal are accessible in 15 minutes or less. Restaurants, shops, beaches, highways within minutes. You won't be disappointed. Rents and floorplan available. 7 offices currently available."|28|11/12/2024 11:28:00 PM|0|"N"||"Barnstable"|"MA"|"E"|"B"|0|0|15|8692|0|0|0|0|0|0|1|15|8692|40075|0.92|21|"K,L,S"|"N"
"CI"|73309149|"M7000017"|"AN5402"|"ACT"|1500|"1007"|"Church St"||866||"01069"|"N"|"Discover space for lease in this beautifully updated historic building! Highly visible and versatile space is located at the corner of a charming historic building featuring modern finishes throughout. This prime end cap space includes a loading dock, private entrance, sprinkler system, new ceiling tiles, and LED lighting. The main area offers approximately 2,700 square feet of open space, along with a private rear section of about 300 square feet with higher ceilings and open storage. This space is suitable for various uses, you let us know what you need as the landlord is open to assisting with some build-out for the right long-term tenant. New windows+upgraded electrical (900amp/208v)plumbing,sprinklers,insulation+more! Adjacent to the space are upgraded handicapped accessible common bathrooms. Wheelchair/Handicapped exterior entrance for easy entry into this space. ONE MILE FROM TPKE. Close to Rtes 181, 20, 32 - Come join the community and explore this opportunity!"|23|11/3/2024 5:30:00 PM|0|"N"||"Hampden"|"MA"|"A"|"B"|0|0|1|2700|1|2700|0|0|0|0|1|||0|0|33|"B,F,K,L,N,S"|"N"
